1,Cluster_18,0,2,,,Foreing
1,Cluster_90,3,0,,Spain,
1,Cluster_98,4,0,,Spain,
1,Cluster_100,1,5,Mixto,Spain,Foreing
1,Cluster_108,1,1,Mixto,Spain,Foreing
1,Cluster_123,1,1,Mixto,Spain,Foreing
1,Cluster_124,1,1,Mixto,Spain,Foreing
1,Cluster_125,10,2,Mixto,Spain,Foreing
1,Cluster_174,1,1,Mixto,Spain,Foreing
1,Cluster_3,4,2,Mixto,Spain,Foreing
1,Cluster_52,1,1,Mixto,Spain,Foreing
1,Cluster_57,1,1,Mixto,Spain,Foreing
1,Cluster_71,1,1,Mixto,Spain,Foreing
1,Cluster_78,6,1,Mixto,Spain,Foreing
1,Cluster_83,4,1,Mixto,Spain,Foreing
10,Cluster_120,2,1,Mixto,Spain,Foreing
10,Cluster_155,1,1,Mixto,Spain,Foreing
10,Cluster_156,1,1,Mixto,Spain,Foreing
10,Cluster_181,7,1,Mixto,Spain,Foreing
10,Cluster_65,2,1,Mixto,Spain,Foreing
10,Cluster_7,1,1,Mixto,Spain,Foreing
10,Cluster_77,2,4,Mixto,Spain,Foreing
10,Cluster_135,5,0,,Spain,
10,Cluster_158,2,0,,Spain,
10,Cluster_20,2,0,,Spain,
10,Cluster_79,4,0,,Spain,
10,Cluster_80,2,0,,Spain,
10,Cluster_128,0,4,,,Foreing
10,Cluster_22,0,5,,,Foreing
10,Cluster_27,0,4,,,Foreing
11,Cluster_147,1,1,Mixto,Spain,Foreing
11,Cluster_131,0,2,,,Foreing
11,Cluster_153,0,6,,,Foreing
12,Cluster_121,1,1
13,Cluster_105,1,1,Mixto,Spain,Foreing
13,Cluster_116,2,1,Mixto,Spain,Foreing
13,Cluster_8,1,1,Mixto,Spain,Foreing
14,Cluster_26,3,2,Mixto,Spain,Foreing
14,Cluster_44,1,2,Mixto,Spain,Foreing
14,Cluster_97,1,1,Mixto,Spain,Foreing
14,Cluster_149,3,0,,Spain,
14,Cluster_102,0,3,,,Foreing
15,Cluster_13,2,1,Mixto,Spain,Foreing
15,Cluster_14,2,1,Mixto,Spain,Foreing
15,Cluster_36,2,0,,Spain,
16,Cluster_23,1,5,Mixto,Spain,Foreing
16,Cluster_176,0,2,,,Foreing
16,Cluster_49,0,3,,,Foreing
2,Cluster_122,0,4,,,Foreing
2,Cluster_142,0,2,,,Foreing
2,Cluster_146,0,3,,,Foreing
2,Cluster_161,0,2,,,Foreing
2,Cluster_19,0,3,,,Foreing
2,Cluster_56,0,2,,,Foreing
2,Cluster_60,0,2,,,Foreing
2,Cluster_95,0,2,,,Foreing
2,Cluster_104,5,0,,Spain,
2,Cluster_140,3,0,,Spain,
2,Cluster_157,2,0,,Spain,
2,Cluster_171,2,0,,Spain,
2,Cluster_25,4,0,,Spain,
2,Cluster_34,2,0,,Spain,
2,Cluster_4,5,0,,Spain,
2,Cluster_85,2,0,,Spain,
2,Cluster_1,1,1,Mixto,Spain,Foreing
2,Cluster_103,1,1,Mixto,Spain,Foreing
2,Cluster_115,4,1,Mixto,Spain,Foreing
2,Cluster_144,6,1,Mixto,Spain,Foreing
2,Cluster_145,1,1,Mixto,Spain,Foreing
2,Cluster_159,1,1,Mixto,Spain,Foreing
2,Cluster_162,3,1,Mixto,Spain,Foreing
2,Cluster_167,1,1,Mixto,Spain,Foreing
2,Cluster_173,1,1,Mixto,Spain,Foreing
2,Cluster_179,8,10,Mixto,Spain,Foreing
2,Cluster_24,1,1,Mixto,Spain,Foreing
2,Cluster_62,1,1,Mixto,Spain,Foreing
2,Cluster_63,3,1,Mixto,Spain,Foreing
2,Cluster_66,2,2,Mixto,Spain,Foreing
2,Cluster_67,1,1,Mixto,Spain,Foreing
2,Cluster_73,2,1,Mixto,Spain,Foreing
2,Cluster_75,1,1,Mixto,Spain,Foreing
2,Cluster_87,4,1,Mixto,Spain,Foreing
2,Cluster_96,2,1,Mixto,Spain,Foreing
3,Cluster_109,2,2,Mixto,Spain,Foreing
3,Cluster_178,2,2,Mixto,Spain,Foreing
3,Cluster_35,1,2,Mixto,Spain,Foreing
3,Cluster_91,5,2,Mixto,Spain,Foreing
3,Cluster_113,2,0,,Spain,
3,Cluster_126,2,0,,Spain,
3,Cluster_17,2,0,,Spain,
3,Cluster_180,2,0,,Spain,
3,Cluster_29,3,0,,Spain,
3,Cluster_5,2,0,,Spain,
3,Cluster_88,2,0,,Spain,
3,Cluster_139,0,2,,,Foreing
3,Cluster_38,0,2,,,Foreing
3,Cluster_45,0,3,,,Foreing
3,Cluster_6,0,3,,,Foreing
4,Cluster_12,1,1,Mixto,Spain,Foreing
4,Cluster_16,2,1,Mixto,Spain,Foreing
4,Cluster_169,1,1,Mixto,Spain,Foreing
4,Cluster_48,1,1,Mixto,Spain,Foreing
4,Cluster_82,2,1,Mixto,Spain,Foreing
4,Cluster_93,2,1,Mixto,Spain,Foreing
4,Cluster_132,3,0,,Spain,
4,Cluster_154,4,0,,Spain,
4,Cluster_42,3,0,,Spain,
4,Cluster_151,0,2,,,Foreing
4,Cluster_28,0,2,,,Foreing
5,Cluster_164,7,1,Mixto,Spain,Foreing
5,Cluster_43,2,2,Mixto,Spain,Foreing
5,Cluster_55,2,2,Mixto,Spain,Foreing
5,Cluster_130,3,0,,Spain,
5,Cluster_138,6,0,,Spain,
5,Cluster_21,3,0,,Spain,
5,Cluster_46,3,0,,Spain,
6,Cluster_101,1,2,Mixto,Spain,Foreing
6,Cluster_165,4,1,Mixto,Spain,Foreing
6,Cluster_32,5,5,Mixto,Spain,Foreing
6,Cluster_69,3,2,Mixto,Spain,Foreing
6,Cluster_76,14,5,Mixto,Spain,Foreing
6,Cluster_9,3,1,Mixto,Spain,Foreing
6,Cluster_106,2,0,,Spain,
6,Cluster_99,2,0,,Spain,
6,Cluster_112,0,4,,,Foreing
6,Cluster_54,0,3,,,Foreing
6,Cluster_68,0,2,,,Foreing
6,Cluster_94,0,2,,,Foreing
7,Cluster_175,3,1,Mixto,Spain,Foreing
7,Cluster_2,1,1,Mixto,Spain,Foreing
7,Cluster_31,1,2,Mixto,Spain,Foreing
7,Cluster_33,10,3,Mixto,Spain,Foreing
7,Cluster_40,1,1,Mixto,Spain,Foreing
7,Cluster_84,2,2,Mixto,Spain,Foreing
7,Cluster_86,2,1,Mixto,Spain,Foreing
7,Cluster_10,6,0,,Spain,
7,Cluster_172,8,0,,Spain,
7,Cluster_89,2,0,,Spain,
7,Cluster_92,2,0,,Spain,
8,Cluster_110,7,1,Mixto,Spain,Foreing
8,Cluster_118,3,2,Mixto,Spain,Foreing
8,Cluster_119,2,4,Mixto,Spain,Foreing
8,Cluster_15,1,1,Mixto,Spain,Foreing
8,Cluster_150,1,1,Mixto,Spain,Foreing
8,Cluster_160,2,1,Mixto,Spain,Foreing
8,Cluster_11,2,0,,Spain,
8,Cluster_129,2,0,,Spain,
8,Cluster_133,4,0,,Spain,
8,Cluster_137,3,0,,Spain,
8,Cluster_141,2,0,,Spain,
8,Cluster_143,2,0,,Spain,
8,Cluster_148,3,0,,Spain,
8,Cluster_152,4,0,,Spain,
8,Cluster_170,2,0,,Spain,
8,Cluster_177,2,0,,Spain,
8,Cluster_30,2,0,,Spain,
8,Cluster_64,3,0,,Spain,
8,Cluster_72,2,0,,Spain,
8,Cluster_74,2,0,,Spain,
8,Cluster_41,0,2,,,Foreing
8,Cluster_61,0,3,,,Foreing
8,Cluster_70,0,3,,,Foreing
9,Cluster_107,2,1,Mixto,Spain,Foreing
9,Cluster_117,2,1,Mixto,Spain,Foreing
9,Cluster_127,1,1,Mixto,Spain,Foreing
9,Cluster_166,4,1,Mixto,Spain,Foreing
9,Cluster_39,5,1,Mixto,Spain,Foreing
9,Cluster_114,2,0,,Spain,
9,Cluster_134,2,0,,Spain,
9,Cluster_163,2,0,,Spain,
9,Cluster_37,6,0,,Spain,
9,Cluster_50,0,2,,,Foreing
